
> ppthub@0.1.0 generate-embeddings /Users/ameureka/Desktop/mksaas-ai-ppt-blog
> tsx scripts/generate-embeddings.ts

[Embeddings] ✓ ppt_4bb87c44_698b: 九一八事变...
[Embeddings] ✓ ppt_7ac8c75e_5fab: 季度总结...
[Embeddings] ✓ ppt_75e2e644_36f1: 商务汇报...
[Embeddings] ✓ ppt_84e16bf1_20d9: 学术汇报...
[Embeddings] ✓ ppt_e16ebfd1_6165: 年终总结...
[Embeddings] ✓ ppt_28ed87c3_d851: 企业文化培训...
[Embeddings] ✓ ppt_ad223892_d997: 开学典礼...
[Embeddings] ✓ ppt_9fe66e21_aecd: 蓝棕配色城市建筑背景的公司介绍宣传PPT模板下载...
[Embeddings] ✓ ppt_0d727423_3615: 商务汇报...
[Embeddings] ✓ ppt_7bde381e_b8e1: 企业介绍...
[Embeddings] ✓ ppt_0e876ae2_1617: 小学毕业...
[Embeddings] ✓ ppt_09d8e451_0253: 小学毕业...
[Embeddings] ✓ ppt_b5f14663_1a49: 年终总结...
[Embeddings] ✓ ppt_82749f7b_8fe2: PowerPoint 演示文稿...
[Embeddings] ✓ ppt_1565932d_838d: 学术汇报...
[Embeddings] ✓ ppt_481f9322_3366: 商务汇报...
[Embeddings] ✓ ppt_558cc22d_ad9b: 卡通可爱...
[Embeddings] ✓ ppt_5917e56b_4bf3: 励志商务风...
[Embeddings] ✓ ppt_49dc3c4d_ded4: 企业介绍...
[Embeddings] ✓ ppt_74d4ba66_1cf9: 工作汇报...
[Embeddings] ✓ ppt_938f6d69_2605: 开学主题...
[Embeddings] ✓ ppt_69928095_867a: 弥散风...
[Embeddings] ✓ ppt_9975e70b_a7aa: 开学典礼...
[Embeddings] ✓ ppt_584d5ce8_e231: 财务述职报告...
[Embeddings] ✓ ppt_a2dceeed_863f: 艺术感...
[Embeddings] ✓ ppt_4cbf174c_b786: 简约商务...
[Embeddings] ✓ ppt_77c870b0_89fe: 开学主题...
[Embeddings] ✓ ppt_07f8cd22_9526: 开学主题...
[Embeddings] ✓ ppt_055adb00_0fa3: 企业年度总结...
[Embeddings] ✓ ppt_baf27061_cfac: 蓝色鲸鱼背景的插画风“梦幻之旅”通用PPT模板...
[Embeddings] ✓ ppt_b4986b2d_50d4: 年终工作总结...
[Embeddings] ✓ ppt_86aea524_468d: 开学主题...
[Embeddings] ✓ ppt_6c05f27c_1f7b: 简约商务...
[Embeddings] ✓ ppt_c572c2b5_5547: 蓝色高大写字楼背景的“砥砺前行共赢未来”个人工作总结述职报告...
[Embeddings] ✓ ppt_27aaad57_3a08: 智慧养老...
[Embeddings] ✓ ppt_2af862d8_5d5a: 励志商务风...
[Embeddings] ✓ ppt_c84e053d_fa96: 企业宣传...
[Embeddings] ✓ ppt_dd509dff_e759: 岗位竞聘...
[Embeddings] ✓ ppt_37d37d4f_f637: 蓝色商务...
[Embeddings] ✓ ppt_a3c1e398_532a: 简约商务...
[Embeddings] ✓ ppt_6f30e562_710b: 商务汇报...
[Embeddings] ✓ ppt_81ad4048_168f: 个人简历...
[Embeddings] ✓ ppt_fd51eaa7_74ba: 商业计划书...
[Embeddings] ✓ ppt_a6df9bc5_40d2: 空白演示...
[Embeddings] ✓ ppt_c762b8d5_4f83: 励志商务风...
[Embeddings] ✓ ppt_c939bd55_dce8: 校园活动...
[Embeddings] ✓ ppt_588bed06_b8a5: 幼儿教育...
[Embeddings] ✓ ppt_1604f398_915e: 商务汇报...
[Embeddings] ✓ ppt_a2dd07e1_35e7: 商务汇报...
[Embeddings] ✓ ppt_03eff3f8_2cd1: 工作总结计划...
[Embeddings] ✓ ppt_03dac879_f5f2: 开学...
